,locality,property_type,property_subtype,price,number_rooms,living_area,kitchen,furnished,fireplace,terrace,terrace_area,garden,garden_area,surface_land,number_facades,swimming_pool,building_state
170,Willebroek,HOUSE,HOUSE,239000.0,3.0,98.0,NOT_DEFINED,0,0.0,0,0.0,1,0.0,180.0,0.0,0,UNKNOWN
171,Willebroek,HOUSE,HOUSE,264000.0,3.0,109.0,NOT_INSTALLED,0,0.0,0,0.0,1,0.0,543.0,0.0,0,TO_RENOVATE
172,Oostende,APARTMENT,APARTMENT,259900.0,2.0,99.71322712115598,HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,0.0,0.0,0,GOOD
173,Sint-Amandsberg,HOUSE,HOUSE,287500.0,3.0,125.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,169.0,0.0,0,TO_RENOVATE
174,Bredene,APARTMENT,GROUND_FLOOR,275000.0,2.0,139.0,NOT_DEFINED,0,0.0,0,0.0,1,8.0,0.0,0.0,0,GOOD
175,Gent,APARTMENT,APARTMENT,425000.0,3.0,146.0,USA_INSTALLED,0,0.0,1,0.0,0,0.0,0.0,0.0,0,AS_NEW
176,Wommelgem,HOUSE,HOUSE,349000.0,3.0,193.0,INSTALLED,0,0.0,0,0.0,1,0.0,403.0,0.0,0,TO_RENOVATE
177,Wijchmaal,HOUSE,HOUSE,299000.0,4.0,193.0,INSTALLED,0,0.0,0,0.0,1,0.0,827.0,4.0,0,TO_BE_DONE_UP
178,Libramont-Chevigny,HOUSE,VILLA,329000.0,5.0,140.0,SEMI_EQUIPPED,0,0.0,1,800.0,1,200.0,1011.0,4.0,0,TO_RENOVATE
179,Andenne,HOUSE,HOUSE,335000.0,4.0,209.0,INSTALLED,0,0.0,1,0.0,1,0.0,2185.0,4.0,0,GOOD
180,Andenne,HOUSE,HOUSE,335000.0,4.0,209.0,INSTALLED,0,0.0,1,0.0,1,0.0,2185.0,4.0,0,GOOD
181,Gent,HOUSE,HOUSE,335000.0,3.0,154.0,USA_SEMI_EQUIPPED,0,0.0,0,0.0,1,8.0,55.0,2.0,0,TO_BE_DONE_UP
182,Glabbeek,HOUSE,HOUSE,339000.0,4.0,130.0,INSTALLED,0,0.0,1,25.0,1,2500.0,3250.0,4.0,0,TO_RENOVATE
183,Tienen,HOUSE,MANSION,345000.0,4.0,190.0,INSTALLED,0,0.0,0,0.0,1,88.0,156.0,2.0,0,AS_NEW
184,Leuven,HOUSE,HOUSE,348000.0,3.0,116.0,HYPER_EQUIPPED,0,0.0,1,6.0,0,0.0,55.0,2.0,0,GOOD
185,Galmaarden,HOUSE,HOUSE,349000.0,3.0,160.0,SEMI_EQUIPPED,0,0.0,0,0.0,0,0.0,1330.0,3.0,0,TO_BE_DONE_UP
186,Liedekerke,HOUSE,HOUSE,349000.0,3.0,180.0,HYPER_EQUIPPED,0,0.0,1,25.0,1,150.0,256.0,2.0,0,AS_NEW
187,Wezembeek-Oppem,HOUSE,HOUSE,349000.0,3.0,80.0,INSTALLED,0,0.0,1,14.0,1,60.0,170.0,3.0,0,TO_BE_DONE_UP
188,Wezembeek-Oppem,HOUSE,HOUSE,349000.0,3.0,80.0,INSTALLED,0,0.0,1,28.0,1,60.0,170.0,3.0,0,TO_BE_DONE_UP
189,Antwerp,HOUSE,MIXED_USE_BUILDING,349000.0,3.0,181.0,INSTALLED,0,0.0,1,9.0,1,23.0,122.0,2.0,0,GOOD
190,Antwerp,HOUSE,HOUSE,349000.0,3.0,181.0,INSTALLED,0,0.0,1,9.0,1,23.0,122.0,2.0,0,GOOD
191,Pont-a-Celles,HOUSE,HOUSE,349000.0,5.0,200.0,INSTALLED,0,0.0,1,25.0,1,350.0,447.0,2.0,0,AS_NEW
192,Aalst,HOUSE,HOUSE,349000.0,4.0,175.0,HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,527.0,2.0,0,GOOD
193,Brakel,HOUSE,HOUSE,385000.0,3.0,144.0,USA_HYPER_EQUIPPED,0,0.0,1,20.0,0,0.0,196.0,3.0,0,UNKNOWN
194,Brakel,HOUSE,HOUSE,375000.0,3.0,148.0,USA_HYPER_EQUIPPED,0,0.0,1,20.0,0,0.0,214.0,2.0,0,UNKNOWN
195,Brakel,HOUSE,HOUSE,390000.0,3.0,144.0,USA_HYPER_EQUIPPED,0,0.0,1,22.0,0,0.0,249.0,2.0,0,UNKNOWN
196,Brakel,HOUSE,HOUSE,465000.0,3.0,222.0,USA_HYPER_EQUIPPED,0,0.0,1,22.0,0,0.0,235.0,2.0,0,UNKNOWN
197,Brakel,HOUSE,HOUSE,485000.0,4.0,234.0,USA_HYPER_EQUIPPED,0,0.0,1,30.0,1,24.0,171.0,3.0,0,UNKNOWN
198,Scherpenheuvel-Zichem Messelbroek,HOUSE,HOUSE,359000.0,5.0,174.0,INSTALLED,0,0.0,0,0.0,0,0.0,568.0,3.0,0,GOOD
199,Drongen,APARTMENT,DUPLEX,349000.0,2.0,118.0,USA_INSTALLED,0,0.0,1,9.0,0,0.0,0.0,3.0,0,GOOD
200,Geraardsbergen Moerbeke,HOUSE,VILLA,329000.0,3.0,176.0,USA_HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,382.0,3.0,0,AS_NEW
201,Geraardsbergen Moerbeke,HOUSE,VILLA,329000.0,3.0,176.0,USA_HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,381.0,3.0,0,AS_NEW
202,Geraardsbergen Moerbeke,HOUSE,VILLA,329000.0,3.0,176.0,USA_HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,380.0,3.0,0,AS_NEW
203,Liedekerke,HOUSE,HOUSE,339000.0,4.0,157.0,INSTALLED,1,0.0,1,0.0,1,400.0,600.0,3.0,0,GOOD
204,Gent Sint-Amandsberg,HOUSE,HOUSE,535000.0,3.0,136.0,INSTALLED,0,0.0,1,0.0,1,177.0,263.0,3.0,0,UNKNOWN
205,Gent Sint-Amandsberg,HOUSE,HOUSE,535000.0,3.0,135.0,INSTALLED,0,0.0,1,0.0,1,177.0,263.0,3.0,0,UNKNOWN
206,Gent Sint-Amandsberg,HOUSE,HOUSE,535000.0,3.0,136.0,INSTALLED,0,0.0,1,0.0,1,177.0,264.0,3.0,0,UNKNOWN
207,Gent Sint-Amandsberg,HOUSE,HOUSE,540000.0,3.0,135.0,INSTALLED,0,0.0,1,0.0,1,230.0,316.0,3.0,0,UNKNOWN
208,Gent,APARTMENT,APARTMENT,675000.0,2.0,99.71322712115598,HYPER_EQUIPPED,0,0.0,1,21.0,0,0.0,0.0,0.0,0,AS_NEW
209,Deinze,APARTMENT,APARTMENT,625000.0,3.0,246.0,USA_HYPER_EQUIPPED,0,0.0,1,27.0,0,0.0,0.0,4.0,0,GOOD
210,Merchtem,HOUSE,HOUSE,349000.0,2.0,150.0,NOT_DEFINED,0,0.0,1,4.0,0,0.0,309.0,3.0,0,UNKNOWN
211,Eeklo,HOUSE,HOUSE,290000.0,4.0,195.0,USA_INSTALLED,0,0.0,1,68.0,1,380.0,689.0,3.0,0,TO_RENOVATE
212,Gent,HOUSE,HOUSE,565000.0,4.0,165.0,USA_HYPER_EQUIPPED,0,0.0,0,0.0,1,63.0,101.0,2.0,0,AS_NEW
213,Ninove,APARTMENT,APARTMENT,495000.0,4.0,200.0,HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,0.0,2.0,0,AS_NEW
214,Begijnendijk,HOUSE,HOUSE,340000.0,3.0,205.0,INSTALLED,0,0.0,1,0.0,0,0.0,980.0,4.0,0,GOOD
215,Aarschot,HOUSE,HOUSE,315000.0,2.0,115.0,INSTALLED,0,0.0,1,0.0,0,0.0,0.0,2.0,0,JUST_RENOVATED
216,Landen,HOUSE,HOUSE,285000.0,5.0,338.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,200.0,2.0,0,GOOD
217,Schilde 's Gravenwezel,HOUSE,VILLA,1950000.0,4.0,623.0,NOT_DEFINED,0,0.0,1,160.0,0,0.0,5945.0,4.0,1,GOOD
218,Kraainem,HOUSE,HOUSE,395000.0,3.0,140.0,NOT_INSTALLED,0,0.0,1,10.0,1,120.0,212.0,2.0,0,TO_RENOVATE
219,La Roche-en-Ardenne,HOUSE,VILLA,398000.0,3.0,170.0,HYPER_EQUIPPED,0,0.0,1,35.0,1,1193.0,1193.0,4.0,0,GOOD
220,Vilvoorde,HOUSE,TOWN_HOUSE,399000.0,3.0,150.0,SEMI_EQUIPPED,0,0.0,1,21.0,1,200.0,264.0,3.0,0,GOOD
221,Temse,HOUSE,HOUSE,399000.0,5.0,284.0,INSTALLED,0,0.0,1,12.0,1,40.0,222.0,2.0,0,AS_NEW
222,Anderlecht,HOUSE,HOUSE,400000.0,3.0,180.0,HYPER_EQUIPPED,0,0.0,0,0.0,1,70.0,154.0,3.0,0,GOOD
223,Dilbeek,HOUSE,HOUSE,405000.0,3.0,134.0,SEMI_EQUIPPED,0,0.0,1,0.0,1,684.0,684.0,4.0,0,TO_BE_DONE_UP
224,Molenbeek-Saint-Jean,HOUSE,HOUSE,408759.0,5.0,190.0,INSTALLED,0,0.0,1,35.0,1,190.0,300.0,2.0,0,GOOD
225,Ronse,HOUSE,VILLA,419000.0,5.0,202.0,INSTALLED,0,0.0,1,20.0,1,850.0,1541.0,4.0,0,GOOD
226,Steenokkerzeel,HOUSE,BUNGALOW,425000.0,3.0,140.0,USA_INSTALLED,0,0.0,1,24.0,1,260.0,800.0,4.0,0,TO_BE_DONE_UP
227,Ellezelles,HOUSE,HOUSE,429000.0,3.0,157.0,INSTALLED,0,0.0,1,20.0,1,1030.0,1760.0,4.0,0,GOOD
228,Woluwe-Saint-Pierre,HOUSE,HOUSE,430000.0,3.0,105.0,NOT_INSTALLED,0,0.0,1,10.0,1,80.0,175.0,2.0,0,TO_RENOVATE
229,Crisnee,HOUSE,HOUSE,435000.0,5.0,160.0,INSTALLED,0,0.0,1,86.0,1,1500.0,2000.0,3.0,0,AS_NEW
230,Bornem,HOUSE,HOUSE,438000.0,5.0,415.0,SEMI_EQUIPPED,0,0.0,1,30.0,1,0.0,848.0,3.0,0,TO_BE_DONE_UP
231,Andenne,HOUSE,VILLA,440000.0,3.0,195.0,INSTALLED,0,0.0,1,30.0,1,515.0,870.0,4.0,0,AS_NEW
232,Tielt-Winge,HOUSE,HOUSE,442000.0,5.0,182.0,INSTALLED,0,0.0,0,0.0,1,1800.0,4191.0,4.0,0,TO_RENOVATE
233,GISTOUX,HOUSE,HOUSE,750000.0,4.0,202.0,USA_INSTALLED,0,0.0,0,0.0,1,0.0,2574.0,4.0,0,UNKNOWN
234,La Sauvetat sur Lede,HOUSE,OTHER_PROPERTY,99900.0,4.0,300.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,5690.0,4.0,0,UNKNOWN
235,Dilbeek,APARTMENT,APARTMENT,285000.0,2.0,105.0,USA_HYPER_EQUIPPED,0,0.0,1,5.0,1,60.0,0.0,2.0,0,GOOD
236,Antwerp,APARTMENT,APARTMENT,195000.0,1.0,43.0,HYPER_EQUIPPED,0,0.0,1,8.0,0,0.0,0.0,2.0,0,GOOD
237,Wavre,HOUSE,HOUSE,299900.0,3.0,150.0,NOT_DEFINED,0,0.0,1,35.0,0,0.0,100.0,2.0,0,TO_BE_DONE_UP
238,Wavre,APARTMENT,APARTMENT,295000.0,3.0,126.0,INSTALLED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,TO_RENOVATE
239,Grez-Doiceau,HOUSE,EXCEPTIONAL_PROPERTY,695000.0,4.0,180.0,INSTALLED,0,1.0,1,40.0,1,0.0,1521.0,4.0,0,JUST_RENOVATED
240,Wavre,HOUSE,HOUSE,895000.0,5.0,420.0,USA_HYPER_EQUIPPED,0,1.0,1,60.0,1,0.0,800.0,4.0,0,UNKNOWN
241,Couture-Saint-Germain,HOUSE,HOUSE,475000.0,4.0,225.0,NOT_DEFINED,0,0.0,1,46.0,0,0.0,1050.0,3.0,0,TO_RENOVATE
242,CHAUMONT,HOUSE,HOUSE,595000.0,3.0,190.0,INSTALLED,0,0.0,1,0.0,1,0.0,192.0,0.0,0,UNKNOWN
243,Wavre,HOUSE,APARTMENT_BLOCK,315000.0,3.0,184.0,NOT_DEFINED,0,0.0,1,0.0,1,0.0,360.0,2.0,0,TO_RENOVATE
244,Wavre,APARTMENT,APARTMENT,200000.0,2.0,106.0,NOT_DEFINED,0,0.0,1,0.0,1,0.0,0.0,2.0,0,TO_RENOVATE
245,Wavre,APARTMENT,APARTMENT,165000.0,1.0,78.0,NOT_DEFINED,0,0.0,1,0.0,1,0.0,0.0,2.0,0,TO_RENOVATE
246,OTTENBURG,HOUSE,HOUSE,349000.0,3.0,130.0,SEMI_EQUIPPED,0,1.0,0,0.0,1,768.0,768.0,4.0,0,TO_BE_DONE_UP
247,BOSSUT-GOTTECHAIN,HOUSE,COUNTRY_COTTAGE,699000.0,5.0,230.0,NOT_DEFINED,0,0.0,0,0.0,1,1256.0,1256.0,4.0,0,UNKNOWN
248,SINT-JORIS-WEERT,HOUSE,HOUSE,349000.0,3.0,130.0,SEMI_EQUIPPED,0,1.0,0,0.0,1,768.0,768.0,4.0,0,TO_BE_DONE_UP
249,NETHEN,HOUSE,HOUSE,349000.0,3.0,130.0,SEMI_EQUIPPED,0,1.0,0,0.0,1,768.0,768.0,4.0,0,TO_BE_DONE_UP
250,NODEBAIS,HOUSE,HOUSE,543000.0,4.0,181.0,INSTALLED,0,0.0,1,40.0,1,887.0,887.0,4.0,0,UNKNOWN
251,Grez-Doiceau,HOUSE,HOUSE,349000.0,4.0,200.0,INSTALLED,0,0.0,0,0.0,1,443.0,443.0,3.0,0,UNKNOWN
252,BRUXELLES,APARTMENT,APARTMENT,199000.0,1.0,65.0,SEMI_EQUIPPED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,UNKNOWN
253,Grez-Doiceau,APARTMENT,GROUND_FLOOR,179000.0,1.0,50.0,NOT_INSTALLED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,UNKNOWN
254,Grez-Doiceau,APARTMENT,APARTMENT,225000.0,2.0,67.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,3.0,0,UNKNOWN
255,Grez-Doiceau,APARTMENT,GROUND_FLOOR,215000.0,2.0,67.0,INSTALLED,0,0.0,0,0.0,0,0.0,0.0,3.0,0,UNKNOWN
256,Grez-Doiceau,HOUSE,VILLA,499000.0,3.0,158.0,INSTALLED,0,1.0,1,30.0,1,712.0,712.0,4.0,0,UNKNOWN
257,Evere,APARTMENT,APARTMENT,215000.0,2.0,105.0,INSTALLED,0,0.0,1,9.0,0,0.0,0.0,0.0,0,UNKNOWN
258,Grez-Doiceau,HOUSE,HOUSE,3900000.0,6.0,650.0,INSTALLED,0,0.0,0,0.0,1,0.0,28182.0,4.0,0,TO_RENOVATE
259,Grez-Doiceau,APARTMENT,APARTMENT,249000.0,2.0,104.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,1.0,0,UNKNOWN
260,Grez-Doiceau,HOUSE,HOUSE,1560000.0,6.0,650.0,INSTALLED,0,0.0,0,0.0,1,0.0,11185.0,2.0,0,UNKNOWN
261,Lubbeek,HOUSE,VILLA,850000.0,5.0,333.0,USA_HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,875.0,4.0,0,AS_NEW
262,Theux,HOUSE,CASTLE,1960000.0,25.0,1120.0,INSTALLED,0,0.0,1,34.0,1,12330.0,14065.0,4.0,0,GOOD
263,Uccle,HOUSE,HOUSE,2100000.0,5.0,729.0,HYPER_EQUIPPED,0,2.0,1,80.0,1,1000.0,1250.0,4.0,0,AS_NEW
264,Liege,HOUSE,APARTMENT_BLOCK,2690000.0,17.0,1016.0,INSTALLED,0,0.0,1,65.0,0,0.0,362.0,3.0,0,JUST_RENOVATED
265,Liege,HOUSE,MIXED_USE_BUILDING,2690000.0,17.0,1016.0,INSTALLED,0,0.0,1,65.0,0,0.0,362.0,3.0,0,JUST_RENOVATED
266,La Louvière Besonrieux,HOUSE,HOUSE,330000.0,3.0,190.0,INSTALLED,0,0.0,1,0.0,0,0.0,234.0,2.0,0,AS_NEW
267,Profondeville,HOUSE,HOUSE,375000.0,6.0,230.0,SEMI_EQUIPPED,0,0.0,1,20.0,1,2911.0,2911.0,3.0,0,UNKNOWN
268,Bouge,HOUSE,HOUSE,425000.0,2.0,83.0,INSTALLED,0,0.0,0,0.0,0,0.0,748.0,3.0,0,TO_BE_DONE_UP
269,Arlon,HOUSE,VILLA,578000.0,4.0,229.0,HYPER_EQUIPPED,0,1.0,1,25.0,0,0.0,886.0,4.0,0,AS_NEW
270,Olne,HOUSE,VILLA,700000.0,3.0,190.0,INSTALLED,0,0.0,1,0.0,1,3060.0,3190.0,4.0,1,AS_NEW
271,Corroy le Grand,HOUSE,HOUSE,1495000.0,10.0,514.0,USA_HYPER_EQUIPPED,0,0.0,1,59.0,1,3800.0,4125.0,4.0,0,AS_NEW
272,Corroy le Grand,HOUSE,APARTMENT_BLOCK,1495000.0,10.0,514.0,USA_HYPER_EQUIPPED,0,0.0,1,59.0,1,3800.0,4125.0,4.0,0,AS_NEW
273,De Panne,HOUSE,HOUSE,399000.0,3.0,206.0,NOT_INSTALLED,0,0.0,1,30.0,0,0.0,1494.0,0.0,0,TO_RESTORE
274,Lede,HOUSE,VILLA,995000.0,6.0,350.0,INSTALLED,0,0.0,1,0.0,0,0.0,2384.0,4.0,0,AS_NEW
275,Gent,HOUSE,HOUSE,524400.0,4.0,175.0,INSTALLED,0,0.0,1,22.0,1,50.0,204.0,2.0,0,AS_NEW
276,Gent,HOUSE,HOUSE,524400.0,4.0,176.0,INSTALLED,0,0.0,1,22.0,1,50.0,205.0,2.0,0,AS_NEW
277,Gent,HOUSE,HOUSE,524400.0,4.0,176.0,INSTALLED,0,0.0,1,22.0,1,50.0,206.0,2.0,0,AS_NEW
278,Kortrijk,HOUSE,HOUSE,385000.0,2.0,150.0,INSTALLED,0,0.0,1,0.0,0,0.0,278.0,2.0,0,AS_NEW
279,Anderlecht,HOUSE,APARTMENT_BLOCK,649000.0,4.0,300.0,INSTALLED,0,0.0,1,40.0,1,260.0,414.0,2.0,1,TO_BE_DONE_UP
280,Waterloo,HOUSE,VILLA,945000.0,6.0,324.0,NOT_INSTALLED,0,1.0,1,0.0,1,0.0,2400.0,4.0,0,TO_RENOVATE
281,Ronse,HOUSE,HOUSE,1150000.0,12.0,750.0,INSTALLED,0,0.0,1,0.0,0,0.0,276.0,2.0,0,GOOD
282,Ronse,HOUSE,MIXED_USE_BUILDING,1150000.0,12.0,750.0,INSTALLED,0,0.0,1,0.0,0,0.0,276.0,2.0,0,GOOD
283,Paliseul,HOUSE,HOUSE,149000.0,4.0,200.0,NOT_INSTALLED,0,0.0,1,12.0,1,200.0,340.0,4.0,0,TO_RENOVATE
284,Viroinval,HOUSE,HOUSE,209000.0,3.0,140.0,INSTALLED,0,0.0,1,0.0,0,0.0,204.0,3.0,0,GOOD
285,Erpe-Mere,HOUSE,HOUSE,298000.0,4.0,190.0,HYPER_EQUIPPED,0,0.0,1,0.0,1,400.0,660.0,3.0,0,GOOD
286,Herzele,HOUSE,HOUSE,460000.0,3.0,252.0,HYPER_EQUIPPED,0,0.0,1,140.0,1,688.0,1050.0,4.0,0,GOOD
287,Beerse,HOUSE,VILLA,479000.0,3.0,209.0,NOT_DEFINED,0,0.0,0,0.0,1,611.0,1291.0,4.0,0,GOOD
288,Malle,HOUSE,HOUSE,495000.0,3.0,272.0,NOT_DEFINED,0,0.0,0,0.0,1,330.0,570.0,3.0,0,GOOD
289,Geraardsbergen,HOUSE,MIXED_USE_BUILDING,99500.0,2.0,60.0,SEMI_EQUIPPED,0,0.0,0,0.0,0,0.0,40.0,2.0,0,TO_BE_DONE_UP
290,Geraardsbergen,HOUSE,HOUSE,99500.0,2.0,60.0,SEMI_EQUIPPED,0,0.0,0,0.0,0,0.0,40.0,2.0,0,TO_BE_DONE_UP
291,Opwijk,HOUSE,HOUSE,518270.0,3.0,175.0,HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,453.0,0.0,0,UNKNOWN
292,Herne,HOUSE,HOUSE,578078.0,3.0,258.0,HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,550.0,0.0,0,UNKNOWN
293,Groot-Bijgaarden,HOUSE,HOUSE,606576.0,3.0,184.0,HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,420.0,0.0,0,UNKNOWN
294,Merchtem,HOUSE,HOUSE,845769.0,4.0,245.0,HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,798.0,0.0,0,UNKNOWN
295,Roosdaal,HOUSE,HOUSE,597319.0,3.0,160.0,HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,400.0,0.0,0,UNKNOWN
296,Evergem,HOUSE,HOUSE,674717.0,4.0,182.0,HYPER_EQUIPPED,0,0.0,0,0.0,1,0.0,1419.0,0.0,0,UNKNOWN
297,Maldegem,HOUSE,HOUSE,790088.0,3.0,258.0,HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,1833.0,0.0,0,UNKNOWN
298,Geluwe,HOUSE,HOUSE,596531.0,3.0,207.0,HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,1002.0,0.0,0,UNKNOWN
299,Vlezenbeek,HOUSE,HOUSE,794449.0,3.0,164.0,HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,1518.0,0.0,0,UNKNOWN
300,Poperinge,HOUSE,HOUSE,523705.0,3.0,195.0,HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,792.0,0.0,0,UNKNOWN
301,Leke,HOUSE,HOUSE,491357.0,4.0,182.0,HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,383.0,0.0,0,UNKNOWN
302,Ronse,HOUSE,HOUSE,534415.0,3.0,208.0,HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,938.0,0.0,0,UNKNOWN
303,Brakel,HOUSE,HOUSE,479414.0,3.0,166.0,HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,1231.0,0.0,0,UNKNOWN
304,Hennuyères,HOUSE,HOUSE,460970.0,3.0,175.0,HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,924.0,0.0,0,UNKNOWN
305,Quévy,HOUSE,HOUSE,454777.0,3.0,165.0,HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,2025.0,0.0,0,UNKNOWN
306,Frasnes-lez-Buissenal,HOUSE,HOUSE,469272.0,3.0,213.0,HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,300.0,0.0,0,UNKNOWN
307,Baudour,HOUSE,HOUSE,454945.0,3.0,195.0,HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,786.0,0.0,0,UNKNOWN
308,Affligem,HOUSE,HOUSE,694203.0,3.0,195.89453526389536,NOT_DEFINED,0,0.0,0,0.0,0,0.0,189.0,0.0,0,UNKNOWN
309,Affligem,HOUSE,HOUSE,752984.0,3.0,195.89453526389536,NOT_DEFINED,0,0.0,0,0.0,0,0.0,258.0,0.0,0,UNKNOWN
310,Braine-l'Alleud,HOUSE,HOUSE,521000.0,3.0,195.89453526389536,NOT_DEFINED,0,0.0,0,0.0,0,0.0,656.0,2.0,0,UNKNOWN
311,Aalst,HOUSE,HOUSE,435000.0,4.0,298.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,314.0,0.0,0,UNKNOWN
312,Borsbeek,HOUSE,HOUSE,385000.0,2.0,195.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,195.0,0.0,0,AS_NEW
313,Lummen,HOUSE,HOUSE,239000.0,3.0,195.89453526389536,NOT_DEFINED,0,0.0,0,0.0,1,0.0,913.0,0.0,0,TO_RENOVATE
314,Kuurne,HOUSE,HOUSE,249000.0,3.0,173.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,285.0,0.0,0,TO_BE_DONE_UP
315,Gits,HOUSE,HOUSE,470000.0,2.0,132.0,NOT_DEFINED,0,1.0,0,0.0,0,0.0,4044.0,0.0,0,UNKNOWN
316,Lichtervelde,APARTMENT,APARTMENT,235000.0,2.0,94.0,NOT_DEFINED,1,0.0,1,0.0,0,0.0,0.0,0.0,0,UNKNOWN
317,Appels,HOUSE,HOUSE,249000.0,3.0,195.89453526389536,INSTALLED,0,0.0,0,0.0,1,50.0,148.0,0.0,0,AS_NEW
318,Hasselt,APARTMENT,DUPLEX,385000.0,3.0,145.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,UNKNOWN
319,Scherpenheuvel-Zichem,HOUSE,HOUSE,149000.0,3.0,181.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,450.0,0.0,0,TO_RENOVATE
320,Sint-Truiden,HOUSE,TOWN_HOUSE,239000.0,2.0,195.0,NOT_INSTALLED,0,0.0,1,0.0,0,0.0,85.0,0.0,0,TO_RENOVATE
321,Liedekerke,HOUSE,HOUSE,447000.0,3.0,178.0,HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,487.0,2.0,0,AS_NEW
322,Anderlecht,HOUSE,HOUSE,448000.0,4.0,150.0,USA_INSTALLED,0,0.0,1,16.0,1,14.0,130.0,2.0,0,GOOD
323,Molenbeek-Saint-Jean,HOUSE,HOUSE,449000.0,4.0,137.0,USA_HYPER_EQUIPPED,0,0.0,1,16.0,0,0.0,68.0,2.0,0,AS_NEW
324,Rixensart,HOUSE,VILLA,449000.0,6.0,185.0,INSTALLED,0,0.0,1,21.0,1,206.0,302.0,4.0,0,TO_BE_DONE_UP
325,Neder-over-Heembeek,HOUSE,HOUSE,450000.0,3.0,110.0,INSTALLED,0,0.0,1,25.0,1,120.0,173.0,2.0,0,JUST_RENOVATED
326,Braine-le-Chateau,HOUSE,HOUSE,450000.0,4.0,144.0,USA_SEMI_EQUIPPED,0,0.0,1,64.0,1,215.0,733.0,4.0,0,GOOD
327,Merchtem,HOUSE,TOWN_HOUSE,450000.0,3.0,225.0,HYPER_EQUIPPED,0,1.0,1,50.0,1,180.0,295.0,2.0,0,AS_NEW
328,Embourg,HOUSE,HOUSE,450000.0,4.0,220.0,INSTALLED,0,1.0,1,20.0,1,700.0,700.0,4.0,0,GOOD
329,Puurs-Sint-Amands,HOUSE,EXCEPTIONAL_PROPERTY,455000.0,3.0,189.0,USA_HYPER_EQUIPPED,0,0.0,1,0.0,1,400.0,732.0,4.0,0,JUST_RENOVATED
330,Vilvoorde,HOUSE,HOUSE,460000.0,5.0,250.0,NOT_INSTALLED,0,0.0,1,20.0,1,110.0,220.0,2.0,0,TO_BE_DONE_UP
331,Bruxelles,HOUSE,HOUSE,465000.0,4.0,229.0,HYPER_EQUIPPED,0,0.0,1,48.0,0,0.0,110.0,2.0,0,AS_NEW
332,Laeken,HOUSE,HOUSE,465000.0,4.0,229.0,HYPER_EQUIPPED,0,0.0,1,48.0,0,0.0,110.0,2.0,0,AS_NEW
333,Zemst,HOUSE,HOUSE,465000.0,4.0,242.0,USA_HYPER_EQUIPPED,0,0.0,1,0.0,1,400.0,792.0,4.0,0,GOOD
334,Antwerp,HOUSE,MIXED_USE_BUILDING,465000.0,3.0,185.0,INSTALLED,0,0.0,1,6.0,0,0.0,86.0,2.0,0,GOOD
335,Rochefort,HOUSE,HOUSE,465000.0,5.0,255.0,INSTALLED,0,0.0,1,0.0,1,10264.0,5922.0,4.0,0,TO_BE_DONE_UP
336,Turnhout,HOUSE,HOUSE,475000.0,4.0,255.0,INSTALLED,0,0.0,1,27.0,1,160.0,343.0,2.0,0,AS_NEW
337,Meise,HOUSE,HOUSE,480000.0,3.0,219.0,USA_HYPER_EQUIPPED,0,0.0,1,30.0,1,308.0,398.0,3.0,0,GOOD
